"8587950","Medium","Container Sow - Beans (Common) - Provider - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","06/23/2025","06/23/2025","","","","","","in","","","","","","","","","","","1","","Beans (Common) - Provider - Seedlings / Plugs","046","0.0","$","203","0.0","","172.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8594157","Medium","Container Sow - Eggplant - Barbarella - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Completed","03/10/2025","03/10/2025","","","","","","in","","","","","","","","","","","1","","Eggplant - Barbarella - Seedlings / Plugs","052","0.0","$","43","0.0","","38.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8594445","Medium","Container Sow - Eggplant - Turkish Delight - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","03/31/2025","03/31/2025","","","","","","in","","","","","","","","","","","1","","Eggplant - Turkish Delight - Seedlings / Plugs","055","0.0","$","24","0.0","","21.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8595407","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","09/01/2025","09/01/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","061","0.0","$","94","0.0","","84.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8595437","Medium","Container Sow - Kale - Starbor - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","09/08/2025","09/08/2025","","","","","","in","Seeds Per Cell","","","","","","","","","","1","","Kale - Starbor - Seedlings / Plugs","063","0.0","$","68","0.0","","57.0","Seedlings / Plugs","4.8976","sq. ft.","1.36","50 Cell Flat","","","","","","","","","","6.00","","",""
"8595542","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","07/28/2025","07/28/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","066","0.0","$","94","0.0","","84.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8613180","Medium","Container Sow - Beans (Common) - Provider - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","08/04/2025","08/04/2025","","","","","","in","","","","","","","","","","","1","","Beans (Common) - Provider - Seedlings / Plugs","069","0.0","$","203","0.0","","172.0","Seedlings / Plugs","0.0","sq. ft","0.0","","","","","","","","","","","6.00","","",""
"8620152","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","10/08/2025","10/08/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","083","0.0","$","94","0.0","","84.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8620177","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","09/29/2025","09/29/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","085","0.0","$","187","0.0","","168.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8620219","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","10/13/2025","10/13/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","087","0.0","$","187","0.0","","168.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8620244","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","10/13/2025","10/13/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","089","0.0","$","94","0.0","","84.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8620345","Medium","Container Sow - Kale - Lacinato (Dinosaur) - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","09/15/2025","09/15/2025","","","","","","in","Seeds Per Cell","","","","","","","","","","1","","Kale - Lacinato (Dinosaur) - Seedlings / Plugs","094","0.0","$","83","0.01","ounce","70.0","Seedlings / Plugs","4.8976","sq. ft.","1.66","50 Cell Flat","","","","","","","","","","6.00","","",""
"8621120","Medium","Container Sow - Lettuce - Nancy - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","10/06/2025","10/06/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Nancy - Seedlings / Plugs","100","0.0","$","187","0.0","","168.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8621138","Medium","Container Sow - Lettuce - Nancy - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","12/08/2025","12/08/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Nancy - Seedlings / Plugs","102","0.0","$","187","0.0","","168.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8621729","Medium","Container Sow - Winter Squash - Block Party - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","07/09/2025","07/09/2025","","","","","","in","","","","","","","","","","","2","","Winter Squash - Block Party - Seedlings / Plugs","108","0.0","$","19","0.0","","16.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8621903","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","10/08/2025","10/08/2025","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","111","0.0","$","125","0.0","","106.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8621947","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","09/15/2025","09/15/2025","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","113","0.0","$","125","0.0","","106.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8622256","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","08/13/2025","08/13/2025","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","116","0.0","$","63","0.0","","53.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8622282","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","10/20/2025","10/20/2025","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","117","0.0","$","125","0.0","","106.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8622302","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","12/08/2025","12/08/2025","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","119","0.0","$","125","0.0","","106.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8622327","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Completed","12/29/2025","12/29/2025","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","121","0.0","$","125","0.0","","106.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8622441","Medium","Container Sow - Broccoli - Marathon - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","01/12/2026","01/12/2026","","","","","","in","","","","","","","","","","","3","","Broccoli - Marathon - Seedlings / Plugs","127","0.0","$","125","0.0","","106.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"8622466","Medium","Container Sow - Lettuce - Muir - Seedlings / Plugs","Container Sow","Alexandra Engle Alexandra Engle","Incomplete","02/09/2026","02/09/2026","","","","","","in","","","","","","","","","","","1","","Lettuce - Muir - Seedlings / Plugs","130","0.0","$","187","0.0","","168.0","Pound","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"9155308","Medium","Container Sow - Cauliflower - Purple Of Sicily - Seedlings / Plugs","Container Sow","","Incomplete","09/30/2025","09/30/2025","","","","","","in","","","","","","","","","","","1","","Cauliflower - Purple Of Sicily - Seedlings / Plugs","133","0.0","$","125","0.02","oz","100.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"9155371","Medium","Container Sow - Brussels Sprouts - Catskill - Seedlings / Plugs","Container Sow","","Incomplete","09/30/2025","09/30/2025","","","","","","in","","","","","","","","","","","2","","Brussels Sprouts - Catskill - Seedlings / Plugs","135","0.0","$","59","0.01","oz","50.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"9591634","Medium","Container Sow - Lettuce - Nancy - Seedlings / Plugs","Container Sow","","Incomplete","12/19/2025","12/19/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Nancy - Seedlings / Plugs","137","0.0","$","94","0.0","","84.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"9591651","Medium","Container Sow - Lettuce - Nancy - Seedlings / Plugs","Container Sow","","Incomplete","12/26/2025","12/26/2025","","","","","","in","","","","","","","","","","","1","","Lettuce - Nancy - Seedlings / Plugs","139","0.0","$","94","0.0","","84.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"9591677","Medium","Container Sow - Lettuce - Nancy - Seedlings / Plugs","Container Sow","","Completed","01/02/2026","01/02/2026","","","","","","in","","","","","","","","","","","1","","Lettuce - Nancy - Seedlings / Plugs","141","0.0","$","94","0.0","","84.0","Seedlings / Plugs","0.0","sq. ft.","0.0","","","","","","","","","","","6.00","","",""
"10389537","Medium","Container Sow - Peppers - Lunchbox Mix - Seedlings / Plugs","Container Sow","","Incomplete","02/04/2026","02/04/2026","","","","","","in","Seeds Per Cell","","","","","","","","","","1","","Peppers - Lunchbox Mix - Seedlings / Plugs","145","0.0","$","189","0.05","ounce","160.0","Seedlings / Plugs","9.7953","sq. ft.","3.78","50 Cell Flat","","","","","","","","","","6.00","","",""
"10389655","Medium","Container Sow - Tomatoes - Granadero - Seedlings / Plugs","Container Sow","","Incomplete","02/25/2026","02/25/2026","","","","","","in","Seeds Per Cell","","","","","","","","","","1","","Tomatoes - Granadero - Seedlings / Plugs","147","0.0","$","24","0.0","ounce","21.0","Seedlings / Plugs","2.4488","sq. ft.","0.48","50 Cell Flat","","","","","","","","","","6.00","","",""
"10390050","Medium","Container Sow - Tomatoes - Nova - Seedlings / Plugs","Container Sow","","Incomplete","02/25/2026","02/25/2026","","","","","","in","Seeds Per Cell","","","","","","","","","","1","","Tomatoes - Nova - Seedlings / Plugs","149","0.0","$","24","0.0","ounce","21.0","Seedlings / Plugs","2.4488","sq. ft.","0.48","50 Cell Flat","","","","","","","","","","6.00","","",""
"10390398","Medium","Container Sow - Eggplant - Turkish Delight - Seedlings / Plugs","Container Sow","","Incomplete","02/04/2026","02/04/2026","","","","","","in","Seeds Per Cell","","","","","","","","","","1","","Eggplant - Turkish Delight - Seedlings / Plugs","153","0.0","$","20","0.0","","18.0","Seedlings / Plugs","0.6468","sq. ft.","3.34","Six Pack","","","","","","","","","","6.00","","",""
"Transplant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Task Id","Priority","Task Name","Task Type","Assignee","Task Status","Start Date","End Date","Notes","Checklist","Attachment","Instruction","Transplant Depth","Transplant Depth Unit","Planting Pattern","Where Will You Grow This Planting?","In-row Spacing","In-row Spacing Unit","Between-row Spacing","Between-row Spacing Unit","Stagger Spacing","Stagger Spacing Unit","Assumed Bed Width","Assumed Bed Width Unit","Assumed Bed Length","Assumed Bed Length Unit","Assumed Path Width","Assumed Path Width Unit","Tolerance For Crop Canopy Creeping Into Pathways","Limit Canopy Creeping To","Canopy Creeping Limit Unit","Tags","Planting","Planting Id","Seedlings Needed","Seedlings Needed Unit","Seeds Needed","Seed Weight Needed","Seed Weight Needed Unit","Projected Initial Yield","Projected Initial Yield Unit","Square Area","Square Area Unit","No. Of Plants","Beds","Rows per Bed","Bed meter","Row meter","Location","Equipment Name","Equipment Setting","Input Name","Input Rate Amount","Input Rate Unit","Input Rate Area","Total Input Amount","Input Amount Unit","Est. Labor Time (hours)","Total Actual Labor Time (hours)","Assignee Labor Time (hours)",""
"8583678","Medium","Transplant - Beans (Common) - Dragon's Tongue - Green","Transplant","Alexandra Engle Alexandra Engle","Completed","07/31/2025","07/31/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Beans (Common) - Dragon's Tongue - Green","004","50.0","Seedlings / Plugs","","","","4.7108","Pound","25.0","sq. ft","50","1.0","2","12.5","25.0","Montgomery - D > Bed 4","","","","","","","","","6.00","","",""
"8583744","Medium","Transplant - Beans (Common) - Rocdor - Green","Transplant","Alexandra Engle Alexandra Engle","Completed","07/31/2025","07/31/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Beans (Common) - Rocdor - Green","006","50.0","Seedlings / Plugs","","","","4.7108","Pound","25.0","sq. ft","50","1.0","2","12.5","25.0","Montgomery - D > Bed 4","","","","","","","","","6.00","","",""
"8584027","Medium","Transplant - Beans (Common) - Dragon's Tongue - Green","Transplant","Alexandra Engle Alexandra Engle","Incomplete","07/17/2025","07/17/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Beans (Common) - Dragon's Tongue - Green","014","76.0","Seedlings / Plugs","","","","7.1604","Pound","38.0","sq. ft","76","1.0","2","19.0","38.0","Montgomery - D > Bed 4","","","","","","","","","6.00","","",""
"8584094","Medium","Transplant - Watermelons - Crimson Sweet - Ripe Fruit","Transplant","Alexandra Engle Alexandra Engle","Incomplete","07/31/2025","07/31/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","37.75","ft","12.0","in","Don't allow Canopy Creeping","","","","Watermelons - Crimson Sweet - Ripe Fruit","016","36.0","Seedlings / Plugs","","","","216.9422","Pound","270.0","sq. ft","36","4.0","1","108.0","108.0","Montgomery - B > Beds 1-4","","","","","","","","","6.00","","",""
"8584441","Medium","Transplant - Winter Squash - Honey Bear - Ripe Squash","Transplant","Alexandra Engle Alexandra Engle","Incomplete","08/04/2025","08/04/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","35.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Winter Squash - Honey Bear - Ripe Squash","024","12.0","Seedlings / Plugs","","","","49.5868","Pound","180.0","sq. ft","12","2.0","1","36.0","36.0","Anza - A > Beds 3-4","","","","","","","","","6.00","","",""
"8587341","Medium","Transplant - Kale - Starbor - Mature","Transplant","Alexandra Engle Alexandra Engle","Incomplete","10/20/2025","10/20/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","18.0","in","Don't allow Canopy Creeping","","","","Kale - Starbor - Mature","031","57.0","Seedlings / Plugs","","","","24.3388","Pound","85.5","sq. ft.","57","1.0","2","42.75","85.5","Montgomery - B > Bed 4","","","","","","","","","6.00","","",""
"8587633","Medium","Transplant - Strawflowers - Strawflowers Generic - Cut Flowers","Transplant","Alexandra Engle Alexandra Engle","Incomplete","08/04/2025","08/04/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Strawflowers - Generic Variety - Cut Flowers","033","112.0","Seedlings / Plugs","","","","","Stem","84.0","sq. ft","112","1.0","2","42.0","84.0","Montgomery - C > Bed 8","","","","","","","","","6.00","","",""
"8587639","Medium","Transplant - Strawflowers - Strawflowers Generic - Cut Flowers","Transplant","Alexandra Engle Alexandra Engle","Incomplete","08/04/2025","08/04/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Strawflowers - Generic Variety - Cut Flowers","035","114.0","Seedlings / Plugs","","","","","Stem","85.5","sq. ft","114","1.0","2","42.75","85.5","Montgomery - D > Bed 8","","","","","","","","","6.00","","",""
"8587720","Medium","Transplant - Tomatoes - Tomatoes Generic - Ripe","Transplant","Alexandra Engle Alexandra Engle","Incomplete","05/05/2025","05/05/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","18.0","in","Don't allow Canopy Creeping","","","","Tomatoes - Generic Variety - Ripe","042","28.0","Seedlings / Plugs","","","","52.0662","Pound","126.0","sq. ft","28","2.0","1","84.0","84.0","Montgomery - C > Beds 2, 4","","","","","","","","","6.00","","",""
"8594158","Medium","Transplant - Eggplant - Barbarella - Ripe","Transplant","Alexandra Engle Alexandra Engle","Incomplete","05/26/2025","05/26/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","18.0","in","Don't allow Canopy Creeping","","","","Eggplant - Barbarella - Ripe","053","38.0","Seedlings / Plugs","","","","28.7879","Pound","76.0","sq. ft.","38","1.0","2","38.0","76.0","Montgomery - A > Bed 1","","","","","","","","","6.00","","",""
"8594316","Medium","Transplant - Eggplant - Barbarella - Ripe","Transplant","Alexandra Engle Alexandra Engle","Incomplete","05/26/2025","05/26/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","18.0","in","Don't allow Canopy Creeping","","","","Eggplant - Barbarella - Ripe","054","38.0","Seedlings / Plugs","","","","28.7879","Pound","76.0","sq. ft","38","1.0","2","38.0","76.0","Montgomery - A > Bed 2","","","","","","","","","6.00","","",""
"8594446","Medium","Transplant - Eggplant - Turkish Delight - Ripe","Transplant","Alexandra Engle Alexandra Engle","Incomplete","05/26/2025","05/26/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Eggplant - Turkish Delight - Ripe","056","21.0","Seedlings / Plugs","","","","31.3361","Pound","105.0","sq. ft.","21","1.0","1","42.0","42.0","Montgomery - C > Bed 5","","","","","","","","","6.00","","",""
"8595306","Medium","Transplant - Peppers - Peppers Generic - Ripe","Transplant","Alexandra Engle Alexandra Engle","Incomplete","06/16/2025","06/16/2025","","","","","0.0","in","","Field with Fixed Beds & Pathways","","","","","","","30.0","in","40.0","ft","12.0","in","Don't allow Canopy Creeping","","","","Peppers - Generic Variety - Ripe","059","42.0","Seedlings / Plugs","","","","26.9973","Pound","84.0","sq. ft","42","1.0","1","42.0","42.0","Montgomery - C > Bed 1","","","","","","","","","6.00","","",""
